case_number|case_status|employer_name|job_title|soc_code|full_time_position|begin_date|end_date|total_worker_positions|new_employment|continued_employment|new_concurrent_employment|change_previous_employment|change_employer|amended_petition|employer_address1|employer_address2|employer_city|employer_state|employer_poc_last_name|employer_poc_first_name|employer_poc_job_title|secondary_entity_business_name|worksite_address1|worksite_address2|worksite_city|worksite_state|h_1b_dependent|willful_violator|prevailing_wage|employer_phone|employer_phone_ext|employer_poc_phone|employer_poc_phone_ext|employer_poc_email|h_1b_dependent
I-200-25356-501630|Certified|University of Rhode Island|Computational Scientist, High Perf. and Research Computing|15-1221.00|Y|2026-06-01|2029-05-31|1|1|0|0|0|0|0|80 Lower College Road||Kingston|RI|De Jesus|Melissa|Director, Intl. Students, Scholars & Immigration Services||2 Lippitt Road||Kingston|RI|No|No|$90,860.00 |14018745271||14018742543||mdejesus@uri.edu|No
I-200-25332-442936|Certified|CGI Technologies and Solutions Inc|Software Developer|15-1252.00|Y|2026-05-29|2029-05-28|50|10|20|0|10|0|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead||14800 Landmark Blvd|Suite 300|Dallas|TX|No|No|$134,971.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25352-492786|Certified|Fiserv Solutions LLC|Infrastructure Architecture - Sr Advisor II|15-1241.00|Y|2026-05-29|2029-05-28|1|1|0|0|1|0|0|Fiserv, Inc., 600 N. Vel R. Phillips Avenue||Milwaukee|WI|Adams|Katherine|VP, Human Resources, Global Mobility & Payroll||2900 Westside Parkway||Alpharetta|GA|No|No|$159,474.00 |12628795000||12628795000||globalmobility.corporatehr@fiserv.com|No
I-200-25336-451763|Certified|Stellar Cyber Inc|Security Engineer|15-1299.05|Y|2026-05-29|2029-05-28|1|1|0|0|0|0|0|2590 N. First Street|Suite 360|San Jose|CA|Banerjee|Tilottama|People Ops Manager||2590 North First Street|Suite 360|San Jose|CA|No|No|$139,443.00 |14083914430||14082216743||tbanerjee@stellarcyber.ai|No
I-200-25331-442408|Certified|CGI Technologies and Solutions Inc|Software Quality/Test Engineer|15-1253.00|Y|2026-05-28|2029-05-27|50|10|20|0|10|0|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead|PNC Financial Services|620 Liberty Ave||Pittsburgh|PA|No|No|$72,696.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25336-448767|Certified|CGI Technologies and Solutions Inc|Software Architect|15-1252.00|Y|2026-05-28|2029-05-27|50|10|20|0|10|0|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead|PNC Financial Services|620 Liberty Ave||Pittsburgh|PA|No|No|$119,475.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25329-435259|Certified|Palo Alto Networks Inc|Principal Site Reliability Engineer|15-1252.00|Y|2026-05-26|2029-05-25|25|5|5|0|5|5|5|3000 Tannery Way||Santa Clara|CA|Jones|Kelly|Sr. Mgr, Immigration & Global Mob.||3000 Tannery Way||Santa Clara|CA|No|No|$194,563.00 |14087534000||14087534000||globalmobility@paloaltonetworks.com|No
I-200-25339-460009|Certified|Fidelity Technology Group LLC d/b/a Fidelity Investments|Principal Database Administrator|15-1242.00|Y|2026-05-25|2029-05-24|1|1|0|0|0|0|0|245  Summer Street||Boston|MA|Tederick|Adelina|Manager, U.S. Immigration Services||1-2 Destiny Way||Westlake|TX|No|No|$123,557.00 |18008355099||18008355099||hrimmigrat@fmr.com|No
I-200-25342-463715|Certified|CGI Technologies and Solutions Inc|Database Architect|15-1243.00|Y|2026-05-24|2029-05-23|50|10|20|0|10|0|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead||611 William Penn Pl|Suite 1200|Pittsburgh|PA|No|No|$102,523.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25328-433306|Certified|Cisco Systems Inc|Software Engineer|15-1252.00|Y|2026-05-24|2029-05-23|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||8135 Maple Lawn Blvd||Fulton|MD|No|No|$151,091.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25328-431694|Certified|Palo Alto Networks Inc|Sr Principal / Architect Engineer Software|15-1252.00|Y|2026-05-24|2029-05-23|25|5|5|0|5|5|5|3000 Tannery Way||Santa Clara|CA|Jones|Kelly|Sr. Mgr, Immigration & Global Mob.||3000 Tannery Way||Santa Clara|CA|No|No|$246,411.00 |14087534000||14087534000||globalmobility@paloaltonetworks.com|No
I-200-25336-450742|Certified|Alliance for Sustainable Energy LLC|Researcher III - Cyber Security & Resilience|15-1221.00|Y|2026-05-22|2029-05-21|1|1|0|0|0|0|0|15013 Denver West Parkway||Golden|CO|Bartel-Weisman|Alexis|Immigration Analyst||5400 NW 39th Ave|Apt. K84|Gainesville|FL|No|No|$98,925.00 |13033847811||13033847811||alexis.bartel-weisman@nrel.gov|No
I-200-25350-488222|Certified|California Institute of Technology|Application Developer|15-1252.00|Y|2026-05-22|2029-05-21|1|1|0|0|0|0|0|1200 E California Blvd||PASADENA|CA|Flynn|Rose|Associate Director, International Scholar Services||1200 E California Blvd||Pasadena|CA|No|No|$32.67 |16263952188||16263952188||ISSadvisor@caltech.edu|No
I-200-25325-429106|Certified|Palo Alto Networks Inc|Principal Security Researcher|15-1212.00|Y|2026-05-22|2029-05-21|25|5|5|0|5|5|5|3000 Tannery Way||Santa Clara|CA|Jones|Kelly|Sr. Mgr, Immigration & Global Mob.||3000 Tannery Way||Santa Clara|CA|No|No|$214,904.00 |14087534000||14087534000||globalmobility@paloaltonetworks.com|No
I-200-25351-491794|Certified|University of Louisiana at Lafayette|Systems Administrator - IT Analyst|15-1221.00|Y|2026-05-22|2029-05-21|1|1|0|0|0|0|0|P.O. Box 43588||Lafayette|LA|Hebert|Jaimie|Provost and Vice President for Academic Affairs||104 E University Circle||Lafayette|LA|No|No|$60,965.00 |13374826454||13374826454||provost@louisiana.edu|No
I-200-25325-427425|Certified|CGI Technologies and Solutions Inc|Systems Architect|15-1241.00|Y|2026-05-21|2029-05-20|50|10|20|0|10|0|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead|PNC Bank|620 Liberty Ave||Pittsburgh|PA|No|No|$116,792.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25324-424279|Certified|CGI Technologies and Solutions Inc|Software Developer|15-1252.00|Y|2026-05-21|2029-05-20|50|10|20|0|10|0|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead||171 N Aberdeen|Suite 400|Chicago|IL|No|No|$130,707.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25330-439344|Certified|CGI Technologies and Solutions Inc|Business Systems Analyst|15-1299.09|Y|2026-05-21|2029-05-20|50|10|10|0|20|10|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead||2500 Bee Caves Rd|Building III, Suite 100|Austin|TX|No|No|$90,605.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25330-438997|Certified|Palo Alto Networks Inc|Senior Staff Engineer Software (AI Customer Copilot)|15-1252.00|Y|2026-05-21|2029-05-20|25|5|5|0|5|5|5|3000 Tannery Way||Santa Clara|CA|Jones|Kelly|Sr. Mgr, Immigration & Global Mob.||3000 Tannery Way||Santa Clara|CA|No|No|$179,396.00 |14087534000||14087534000||globalmobility@paloaltonetworks.com|No
I-200-25337-452656|Certified|ServiceNow Inc|Staff Software Engineer|15-1252.00|Y|2026-05-21|2029-05-20|20|4|4|0|4|4|4|2225 Lawson Lane||Santa Clara|CA|Contreras / Valagohar|Sergio / Mandana|Sr Global Mobility Manager/Sr Global Mobility Specialist||2225 Lawson Lane||Santa Clara|CA|No|No|$204,181.00 |14085018550||18587200477||scym@servicenow.com|No
I-200-25322-415947|Certified|Microsoft Corporation|Technical Program Management|15-1299.09|Y|2026-05-20|2029-05-19|1|1|0|0|0|0|0|1 Microsoft Way|N/A|Redmond|WA|Covington|Lee Mary|Business Program Manager||One Microsoft Way||Redmond|WA|No|No|$139,298.00 |14258828080||14258828080||PAF@MICROSOFT.COM|No
I-200-25322-415905|Certified|Palo Alto Networks Inc|Senior Staff IT Software Engineer|15-1252.00|Y|2026-05-20|2029-05-19|25|5|5|0|5|5|5|3000 Tannery Way||Santa Clara|CA|Jones|Kelly|Sr. Mgr, Immigration & Global Mob.||3000 Tannery Way||Santa Clara|CA|No|No|$195,548.00 |14087534000||14087534000||globalmobility@paloaltonetworks.com|No
I-200-25337-452584|Certified|ServiceNow Inc|Staff Research Scientist/Engineer|15-1221.00|Y|2026-05-20|2029-05-19|20|4|4|0|4|4|4|2225 Lawson Lane||Santa Clara|CA|Contreras / Valagohar|Sergio / Mandana|Sr Global Mobility Manager/Sr Global Mobility Specialist||2225 Lawson Lane||Santa Clara|CA|No|No|$234,225.00 |14085018550||18587200477||globalmobility@servicenow.com|No
I-200-25322-415886|Certified|Palo Alto Networks Inc|Senior Staff Security Engineer|15-1252.00|Y|2026-05-19|2029-05-18|25|5|5|0|5|5|5|3000 Tannery Way||Santa Clara|CA|Jones|Kelly|Sr. Mgr, Immigration & Global Mob.||3000 Tannery Way||Santa Clara|CA|No|No|$187,806.00 |14087534000||14087534000||globalmobility@paloaltonetworks.com|No
I-200-25322-416018|Certified|Palo Alto Networks Inc|Principal Engineer Software|15-1252.00|Y|2026-05-19|2029-05-18|25|5|5|0|5|5|5|3000 Tannery Way||Santa Clara|CA|Jones|Kelly|Sr. Mgr, Immigration & Global Mob.||3000 Tannery Way||Santa Clara|CA|No|No|$211,365.00 |14087534000||14087534000||globalmobility@paloaltonetworks.com|No
I-200-25335-446960|Certified|Saint Louis University|Application Systems Analyst|15-1211.00|Y|2026-05-28|2029-05-18|1|1|0|0|0|0|0|3690 West Pine Mall|Des Peres Hall 102|Saint Louis|MO|Donahue|Catherine|Assistant Director||3545 Lindell Blvd||Saint Louis|MO|No|No|$64,189.00 |13149777148||13149777148||catherine.donahue@slu.edu|No
I-200-25341-463390|Certified|ServiceNow Inc|Principal Software Engineer|15-1252.00|Y|2026-05-18|2029-05-17|20|4|4|0|4|4|4|2225 Lawson Lane||Santa Clara|CA|Contreras|Sergio|Sr Global Mobility Manager||2225 Lawson Lane||Santa Clara|CA|No|No|$264,514.00 |14085018550||18587200477||globalmobility@servicenow.com|No
I-200-25328-433330|Certified|Cisco Systems Inc|Technical Consulting Engineer|15-1244.00|Y|2026-05-16|2029-05-15|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||7100 Kit Creek Rd|3rd floor|Morrisville|NC|No|No|$104,728.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25328-433021|Certified|Cisco Systems Inc|Software Engineer|15-1252.00|Y|2026-05-16|2029-05-15|50|5|30|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||7100-9 Kit Creek Rd||Morrisville|NC|No|No|$135,408.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25322-419822|Certified|Cisco Systems Inc|Cloud Engineering Technical Leader|15-1252.00|Y|2026-05-16|2029-05-15|30|6|6|0|6|6|6|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||7200-12 Kit Creek Rd||Morrisville|NC|No|No|$135,408.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25325-430644|Certified|Cisco Systems Inc|Software Engineer|15-1252.00|Y|2026-05-16|2029-05-15|80|5|50|0|10|10|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||771 Alder Dr.||Milpitas|CA|No|No|$167,105.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25330-439811|Certified|LinkedIn Corporation|Software Engineer, Systems Infrastructure|15-1252.00|Y|2026-05-16|2029-05-15|25|25|0|0|0|0|0|1000 W. Maude Avenue||Sunnyvale|CA|Bateman|Marcus|Director, Immigration||350 Fifth Avenue|Empire State Building|New York|NY|No|No|$131,997.00 |16506873600||16506873600||HRIMMIGRATION@LINKEDIN.COM|No
I-200-25330-439620|Certified|LinkedIn Corporation|Software Engineer|15-1252.00|Y|2026-05-16|2029-05-15|50|50|0|0|0|0|0|1000 W. Maude Avenue||Sunnyvale|CA|Bateman|Marcus|Director, Immigration||1000 W. Maude Avenue||Sunnyvale|CA|No|No|$151,429.00 |16506873600||16506873600||HRIMMIGRATION@LINKEDIN.COM|No
I-200-25330-439624|Certified|LinkedIn Corporation|Software Engineer|15-1252.00|Y|2026-05-16|2029-05-15|25|25|0|0|0|0|0|1000 W. Maude Avenue||Sunnyvale|CA|Bateman|Marcus|Director, Immigration||222 Second Street||San Francisco|CA|No|No|$151,545.00 |16506873600||16506873600||HRIMMIGRATION@LINKEDIN.COM|No
I-200-25330-439634|Certified|LinkedIn Corporation|Software Engineer, Machine Learning|15-1252.00|Y|2026-05-16|2029-05-15|50|50|0|0|0|0|0|1000 W. Maude Avenue||Sunnyvale|CA|Bateman|Marcus|Director, Immigration||1000 W. Maude Avenue||Sunnyvale|CA|No|No|$165,021.00 |16506873600||16506873600||HRIMMIGRATION@LINKEDIN.COM|No
I-200-25330-439653|Certified|LinkedIn Corporation|Software Engineer, Machine Learning|15-1252.00|Y|2026-05-16|2029-05-15|25|25|0|0|0|0|0|1000 W. Maude Avenue||Sunnyvale|CA|Bateman|Marcus|Director, Immigration||222 Second Street||San Francisco|CA|No|No|$161,637.00 |16506873600||16506873600||HRIMMIGRATION@LINKEDIN.COM|No
I-200-25330-439664|Certified|LinkedIn Corporation|Software Engineer, Systems Infrastructure|15-1252.00|Y|2026-05-16|2029-05-15|50|50|0|0|0|0|0|1000 W. Maude Avenue||Sunnyvale|CA|Bateman|Marcus|Director, Immigration||1000 W. Maude Avenue||Sunnyvale|CA|No|No|$138,026.00 |16506873600||16506873600||HRIMMIGRATION@LINKEDIN.COM|No
I-200-25330-439673|Certified|LinkedIn Corporation|Software Engineer, Systems Infrastructure|15-1252.00|Y|2026-05-16|2029-05-15|25|25|0|0|0|0|0|1000 W. Maude Avenue||Sunnyvale|CA|Bateman|Marcus|Director, Immigration||222 Second Street||San Francisco|CA|No|No|$136,765.00 |16506873600||16506873600||HRIMMIGRATION@LINKEDIN.COM|No
I-200-25330-439684|Certified|LinkedIn Corporation|Sr. Software Engineer|15-1252.00|Y|2026-05-16|2029-05-15|50|50|0|0|0|0|0|1000 W. Maude Avenue||Sunnyvale|CA|Bateman|Marcus|Director, Immigration||1000 W. Maude Avenue||Sunnyvale|CA|No|No|$182,523.00 |16506873600||16506873600||HRIMMIGRATION@LINKEDIN.COM|No
I-200-25330-439691|Certified|LinkedIn Corporation|Sr Software Engineer|15-1252.00|Y|2026-05-16|2029-05-15|25|25|0|0|0|0|0|1000 W. Maude Avenue||Sunnyvale|CA|Bateman|Marcus|Director, Immigration||222 Second Street||San Francisco|CA|No|No|$182,648.00 |16506873600||16506873600||HRIMMIGRATION@LINKEDIN.COM|No
I-200-25330-439696|Certified|LinkedIn Corporation|Sr Software Engineer, Machine Learning|15-1252.00|Y|2026-05-16|2029-05-15|50|50|0|0|0|0|0|1000 W. Maude Avenue||Sunnyvale|CA|Bateman|Marcus|Director, Immigration||1000 W. Maude Avenue||Sunnyvale|CA|No|No|$190,942.00 |16506873600||16506873600||HRIMMIGRATION@LINKEDIN.COM|No
I-200-25330-439697|Certified|LinkedIn Corporation|Sr Software Engineer, Systems Infrastructure|15-1252.00|Y|2026-05-16|2029-05-15|50|50|0|0|0|0|0|1000 W. Maude Avenue||Sunnyvale|CA|Bateman|Marcus|Director, Immigration||1000 W. Maude Avenue||Sunnyvale|CA|No|No|$169,018.00 |16506873600||16506873600||HRIMMIGRATION@LINKEDIN.COM|No
I-200-25330-439703|Certified|LinkedIn Corporation|Sr Software Engineer, Systems Infrastructure|15-1252.00|Y|2026-05-16|2029-05-15|25|25|0|0|0|0|0|1000 W. Maude Avenue||Sunnyvale|CA|Bateman|Marcus|Director, Immigration||222 Second Street||San Francisco|CA|No|No|$168,038.00 |16506873600||16506873600||HRIMMIGRATION@LINKEDIN.COM|No
I-200-25330-439713|Certified|LinkedIn Corporation|Staff Software Engineer|15-1252.00|Y|2026-05-16|2029-05-15|25|25|0|0|0|0|0|1000 W. Maude Avenue||Sunnyvale|CA|Bateman|Marcus|Director, Immigration||1000 W. Maude Avenue||Sunnyvale|CA|No|No|$216,666.00 |16506873600||16506873600||HRIMMIGRATION@LINKEDIN.COM|No
I-200-25330-439714|Certified|LinkedIn Corporation|Staff Software Engineer, Machine Learning|15-1252.00|Y|2026-05-16|2029-05-15|25|25|0|0|0|0|0|1000 W. Maude Avenue||Sunnyvale|CA|Bateman|Marcus|Director, Immigration||1000 W. Maude Avenue||Sunnyvale|CA|No|No|$224,047.00 |16506873600||16506873600||HRIMMIGRATION@LINKEDIN.COM|No
I-200-25330-439722|Certified|LinkedIn Corporation|Staff Software Engineer, Systems Infrastructure|15-1252.00|Y|2026-05-16|2029-05-15|25|25|0|0|0|0|0|1000 W. Maude Avenue||Sunnyvale|CA|Bateman|Marcus|Director, Immigration||1000 W. Maude Avenue||Sunnyvale|CA|No|No|$204,684.00 |16506873600||16506873600||HRIMMIGRATION@LINKEDIN.COM|No
I-200-25330-439803|Certified|LinkedIn Corporation|Software Engineer|15-1252.00|Y|2026-05-16|2029-05-15|25|25|0|0|0|0|0|1000 W. Maude Avenue||Sunnyvale|CA|Bateman|Marcus|Director, Immigration||350 Fifth Avenue|Empire State Building|New York|NY|No|No|$131,997.00 |16506873600||16506873600||HRIMMIGRATION@LINKEDIN.COM|No
I-200-25330-439806|Certified|LinkedIn Corporation|Software Engineer, Machine Learning|15-1252.00|Y|2026-05-16|2029-05-15|25|25|0|0|0|0|0|1000 W. Maude Avenue||Sunnyvale|CA|Bateman|Marcus|Director, Immigration||350 Fifth Avenue|Empire State Building|New York|NY|No|No|$131,997.00 |16506873600||16506873600||HRIMMIGRATION@LINKEDIN.COM|No
I-200-25330-439816|Certified|LinkedIn Corporation|Sr Software Engineer|15-1252.00|Y|2026-05-16|2029-05-15|25|25|0|0|0|0|0|1000 W. Maude Avenue||Sunnyvale|CA|Bateman|Marcus|Director, Immigration||350 Fifth Avenue|Empire State Building|New York|NY|No|No|$160,805.00 |16506873600||16506873600||HRIMMIGRATION@LINKEDIN.COM|No
I-200-25330-439822|Certified|LinkedIn Corporation|Sr Software Engineer, Machine Learning|15-1252.00|Y|2026-05-16|2029-05-15|25|25|0|0|0|0|0|1000 W. Maude Avenue||Sunnyvale|CA|Bateman|Marcus|Director, Immigration||350 Fifth Avenue|Empire State Building|New York|NY|No|No|$160,805.00 |16506873600||16506873600||HRIMMIGRATION@LINKEDIN.COM|No
I-200-25330-439825|Certified|LinkedIn Corporation|Sr Software Engineer, Systems Infrastructure|15-1252.00|Y|2026-05-16|2029-05-15|25|25|0|0|0|0|0|1000 W. Maude Avenue||Sunnyvale|CA|Bateman|Marcus|Director, Immigration||350 Fifth Avenue|Empire State Building|New York|NY|No|No|$160,805.00 |16506873600||16506873600||HRIMMIGRATION@LINKEDIN.COM|No
I-200-25330-439842|Certified|LinkedIn Corporation|Software Engineer|15-1252.00|Y|2026-05-16|2029-05-15|25|25|0|0|0|0|0|1000 W. Maude Avenue||Sunnyvale|CA|Bateman|Marcus|Director, Immigration||700 Bellevue Way NE|Flr 17|Bellevue|WA|No|No|$149,240.00 |16506873600||16506873600||HRIMMIGRATION@LINKEDIN.COM|No
I-200-25330-439845|Certified|LinkedIn Corporation|Software Engineer, Machine Learning|15-1252.00|Y|2026-05-16|2029-05-15|25|25|0|0|0|0|0|1000 W. Maude Avenue||Sunnyvale|CA|Bateman|Marcus|Director, Immigration||700 Bellevue Way NE|Flr 17|Bellevue|WA|No|No|$149,240.00 |16506873600||16506873600||HRIMMIGRATION@LINKEDIN.COM|No
I-200-25330-439857|Certified|LinkedIn Corporation|Software Engineer, Systems Infrastructure|15-1252.00|Y|2026-05-16|2029-05-15|25|25|0|0|0|0|0|1000 W. Maude Avenue||Sunnyvale|CA|Bateman|Marcus|Director, Immigration||700 Bellevue Way NE|Flr 17|Bellevue|WA|No|No|$149,240.00 |16506873600||16506873600||HRIMMIGRATION@LINKEDIN.COM|No
I-200-25330-439865|Certified|LinkedIn Corporation|Sr Software Engineer|15-1252.00|Y|2026-05-16|2029-05-15|25|25|0|0|0|0|0|1000 W. Maude Avenue||Sunnyvale|CA|Bateman|Marcus|Director, Immigration||700 Bellevue Way NE|Flr 17|Bellevue|WA|No|No|$180,710.00 |16506873600||16506873600||HRIMMIGRATION@LINKEDIN.COM|No
I-200-25330-439876|Certified|LinkedIn Corporation|Sr Software Engineer, Machine Learning|15-1252.00|Y|2026-05-16|2029-05-15|25|25|0|0|0|0|0|1000 W. Maude Avenue||Sunnyvale|CA|Bateman|Marcus|Director, Immigration||700 Bellevue Way NE|Flr 17|Bellevue|WA|No|No|$180,710.00 |16506873600||16506873600||HRIMMIGRATION@LINKEDIN.COM|No
I-200-25330-439877|Certified|LinkedIn Corporation|Sr Software Engineer, Systems Infrastructure|15-1252.00|Y|2026-05-16|2029-05-15|25|25|0|0|0|0|0|1000 W. Maude Avenue||Sunnyvale|CA|Bateman|Marcus|Director, Immigration||700 Bellevue Way NE|Flr 25|Bellevue|WA|No|No|$180,710.00 |16506873600||16506873600||HRIMMIGRATION@LINKEDIN.COM|No
I-200-25330-439889|Certified|LinkedIn Corporation|Sr Software Engineer, Machine Learning|15-1252.00|Y|2026-05-16|2029-05-15|25|25|0|0|0|0|0|1000 W. Maude Avenue||Sunnyvale|CA|Bateman|Marcus|Director, Immigration||222 Second Street||San Francisco|CA|No|No|$191,723.00 |16506873600||16506873600||HRIMMIGRATION@LINKEDIN.COM|No
I-200-25351-491709|Certified|University of Texas at Dallas|Systems Engineer III|15-1299.08|Y|2026-05-16|2029-05-15|1|1|0|0|0|0|0|800 W Campbell Road||Richardson|TX|Rosario-Brown|Valerie|Employment Immigration Specialist||800 W Campbell Road||Richardson|TX|No|No|$57,242.00 |19728832199||19728832199||visashr@utdallas.edu|No
I-200-25318-410011|Certified|Washington State University|IT Auditor|15-1212.00|Y|2026-05-16|2029-05-15|1|1|0|0|0|0|0|Bryan Hall 206||Pullman|WA|De Souza|Maria Clara|Associate Director||590N Station Pkwy, Apt E305||Farmington|UT|No|No|$77,938.00 |15093354508||15093354508|1083|maria.desouza@wsu.edu|No
I-200-25322-419821|Certified|Cisco Systems Inc|Data Engineering Technical Leader|15-1243.00|Y|2026-05-15|2029-05-14|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||3550 Cisco Way||San Jose|CA|No|No|$180,398.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25328-433302|Certified|Cisco Systems Inc|Software Engineer|15-1252.00|Y|2026-05-15|2029-05-14|50|2|30|0|5|10|3|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||7200 Kit Creek Rd||Morrisville|NC|No|No|$135,408.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25330-438686|Certified|Cisco Systems Inc|Data Engineer|15-1252.00|Y|2026-05-15|2029-05-14|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||7100-9 Kit Creek Rd||Morrisville|NC|No|No|$135,408.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25328-433020|Certified|Cisco Systems Inc|Consulting Engineering Technical Leader|15-1244.00|Y|2026-05-15|2029-05-14|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||7025-6 Kit Creek Rd||Morrisville|NC|No|No|$104,728.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25330-438693|Certified|Cisco Systems Inc|Software Engineer|15-1252.00|Y|2026-05-15|2029-05-14|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||7025-5 Kit Creek Rd||Morrisville|NC|No|No|$113,547.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25324-423567|Certified|Cisco Systems Inc|Network Support Engineer|15-1244.00|Y|2026-05-15|2029-05-14|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||500 Terry A. Francois Blvd.||San Francisco|CA|No|No|$109,970.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25329-437103|Certified|Cisco Systems Inc|Engineering Product Manager|15-1299.09|Y|2026-05-15|2029-05-14|20|4|4|0|4|4|4|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||1730 Minor Avenue|900|Seattle|WA|No|No|$139,298.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25324-423566|Certified|Cisco Systems Inc|Software Engineering Technical Leader|15-1252.00|Y|2026-05-15|2029-05-14|50|2|30|0|5|10|3|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||3700 Cisco Way||San Jose|CA|No|No|$197,162.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25342-465340|Certified|Cisco Systems Inc|Data Engineering Technical Leader|15-1252.00|Y|2026-05-15|2029-05-14|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||225 E Tasman Dr||San Jose|CA|No|No|$198,122.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25318-406950|Certified|Cisco Systems Inc|Distinguished Engineer|15-1252.00|Y|2026-05-15|2029-05-14|10|2|2|0|2|2|2|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||365 Cisco way||San Jose|CA|No|No|$264,514.00 |14085264000||14085264000||kdsc@cisco.com|No
