case_number|case_status|employer_name|job_title|soc_code|full_time_position|begin_date|end_date|total_worker_positions|new_employment|continued_employment|new_concurrent_employment|change_previous_employment|change_employer|amended_petition|employer_address1|employer_address2|employer_city|employer_state|employer_poc_last_name|employer_poc_first_name|employer_poc_job_title|secondary_entity_business_name|worksite_address1|worksite_address2|worksite_city|worksite_state|h_1b_dependent|willful_violator|prevailing_wage|employer_phone|employer_phone_ext|employer_poc_phone|employer_poc_phone_ext|employer_poc_email|h_1b_dependent
I-200-26076-710253|Certified|Siemens Mobility Inc|IT Solution Expert for IBM Maximo|15-1251.00|Y|2026-09-08|2029-09-07|1|1|0|0|0|0|0|1 Penn Plaza|Ste 1100|New York|NY|Quashie|Diala|Immigration Consultant|No||5301 Price Ave|||Yes|No|Year|19403656704||19403656704||immigrationrequests.us@siemens.com|Yes
I-200-26070-694147|Certified|The Reinalt-Thomas Corporation|Metadata Analyst I|15-1242.00|Y|2026-09-08|2029-09-07|1|1|0|0|0|0|0|20225 North Scottsdale Road||Scottsdale|AZ|MUSERELLI|Eva|Principal Legal & Immigration Specialist|No||20225 North Scottsdale Road|||Yes|No|Year|14806066000||14806066562||Eva.Muserelli@discounttire.com|Yes
I-200-26069-693961|Certified|Western Digital Technologies Inc|Senior Engineer, Firmware Engineering|15-1252.00|Y|2026-09-08|2029-09-07|1|1|0|0|0|0|0|5601 Great Oaks Parkway|N/A|San Jose|CA|Nguyen|Lynda|Specialist 3, Global Mobility |No||1650 Wewatta St.|Apt. 1224||Yes|No|Year|14087178629||14087178629||lynda.nguyen@wdc.com|Yes
I-200-26069-693881|Certified|Western Digital Technologies Inc|Senior Engineer, Software Development Engineering (Apps)|15-1252.00|Y|2026-09-08|2029-09-07|1|1|0|0|0|0|0|5601 Great Oaks Parkway|N/A|San Jose|CA|Nguyen|Lynda|Specialist 3, Global Mobility |No||232 Parc Place Dr.|||Yes|No|Year|14087178629||14087178629||lynda.nguyen@wdc.com|Yes
I-200-26069-694014|Certified|Western Digital Technologies Inc|Staff Engineer, Development Engineering|15-1252.00|Y|2026-09-08|2029-09-07|25|5|5|0|5|5|5|5601 Great Oaks Parkway|N/A|San Jose|CA|Nguyen|Lynda|Specialist 3, Global Mobility|No||5601 Great Oaks Parkway|||Yes|No|Year|14087178629||14087178629||lynda.nguyen@wdc.com|Yes
I-200-26069-694015|Certified|Western Digital Technologies Inc|Staff Engineer, Development Engineering|15-1252.00|Y|2026-09-08|2029-09-07|1|1|0|0|0|0|0|5601 Great Oaks Parkway|N/A|San Jose|CA|Nguyen|Lynda|Specialist 3, Global Mobility |No||4300 The Woods Dr.|Apt. 601||Yes|No|Year|14087178629||14087178629||lynda.nguyen@wdc.com|Yes
I-200-26069-693997|Certified|Western Digital Technologies Inc|Staff Engineer, Test Engineering|15-1253.00|Y|2026-09-08|2029-09-07|25|5|5|0|5|5|5|5601 Great Oaks Parkway|N/A|San Jose|CA|Nguyen|Lynda|Specialist 3, Global Mobility|No||9950 Federal Drive|Suite 100||Yes|No|Year|14087178629||14087178629||lynda.nguyen@wdc.com|Yes
I-200-26069-693979|Certified|Western Digital Technologies Inc|Senior Engineer, Test Engineering|15-1253.00|Y|2026-09-08|2029-09-07|25|5|5|0|5|5|5|5601 Great Oaks Parkway|N/A|San Jose|CA|Nguyen|Lynda|Specialist 3, Global Mobility |No||1544 Eureka Rd.|Suite 250||Yes|No|Year|14087178629||14087178629||lynda.nguyen@wdc.com|Yes
I-200-26069-694030|Certified|Western Digital Technologies Inc|Professional 2, Information Technology|15-1212.00|Y|2026-09-08|2029-09-07|1|1|0|0|0|0|0|5601 Great Oaks Parkway|N/A|San Jose|CA|Nguyen|Lynda|Specialist 3, Global Mobility|No||1801 E 12th St.|Apt. 1417||Yes|No|Year|14087178629||14087178629||lynda.nguyen@wdc.com|Yes
I-200-26069-693878|Certified|Western Digital Technologies Inc|Senior Engineer, Software Development Engineering (Apps)|15-1252.00|Y|2026-09-08|2029-09-07|25|5|5|0|5|5|5|5601 Great Oaks Parkway|N/A|San Jose|CA|Nguyen|Lynda|Specialist 3, Global Mobility |No||5601 Great Oaks Pkwy|||Yes|No|Year|14087178629||14087178629||lynda.nguyen@wdc.com|Yes
I-200-26069-694000|Certified|Western Digital Technologies Inc|Staff Engineer, Test Engineering|15-1253.00|Y|2026-09-08|2029-09-07|1|1|0|0|0|0|0|5601 Great Oaks Parkway|N/A|San Jose|CA|Nguyen|Lynda|Specialist 3, Global Mobility |No||2955 Squaw Valley Dr.|||Yes|No|Year|14087178629||14087178629||lynda.nguyen@wdc.com|Yes
I-200-26069-693946|Certified|Western Digital Technologies Inc|Senior Engineer, Firmware Engineering|15-1252.00|Y|2026-09-08|2029-09-07|25|5|5|0|5|5|5|5601 Great Oaks Parkway|N/A|San Jose|CA|Nguyen|Lynda|Specialist 3, Global Mobility|No||1951 S. Fordham Street|Suite 105||Yes|No|Year|14087178629||14087178629||lynda.nguyen@wdc.com|Yes
I-200-26069-693981|Certified|Western Digital Technologies Inc|Senior Engineer, Test Engineering|15-1253.00|Y|2026-09-08|2029-09-07|1|1|0|0|0|0|0|5601 Great Oaks Parkway|N/A|San Jose|CA|Nguyen|Lynda|Specialist 3, Global Mobility |No||1751 E Roseville Parkway|Apt. 713||Yes|No|Year|14087178629||14087178629||lynda.nguyen@wdc.com|Yes
I-200-26069-690924|Certified|Workday Inc|Software Development Engineer|15-1252.00|Y|2026-09-08|2029-09-07|1|1|0|0|0|0|0|6110 Stoneridge Mall Road||Pleasanton|CA|Thurston|Jessica|Senior Immigration Program Manager|No||4900 Pearl East Circle|Ste 100||Yes|No|Year|19259519000||19259519000||immigration@workday.com|Yes
I-200-26068-690374|Certified|AEVEX Aerospace LLC|Senior Software Engineer|15-1252.00|Y|2026-09-07|2029-09-06|1|1|0|0|0|0|0|440 Stevens Ave|Suite 150|Solana Beach|CA|Patel|Manan|Chief Technology Officer|No||4200 Col Glenn Highway|Suite 400||Yes|No|Year|18587044125||18587044125||MPatel@aevex.com|Yes
I-200-26078-715029|Certified|Ambience Healthcare Inc|Clinical AI Analyst|15-1211.01|Y|2026-09-07|2029-09-06|1|1|0|0|0|0|0|550 California St.|Suite 710|San Francisco|CA|Connor|Evan|VP, Talent|No||4550 Pearson St.|Apt. 8K||Yes|No|Year|18889850007||14152839913||evan.connor@ambiencehealthcare.com|Yes
I-200-26071-699440|Certified|DB Global Technology Inc|Associate, IT Application Owner|15-1212.00|Y|2026-09-07|2029-09-06|1|1|0|0|0|0|0|3000 CENTRE GREEN WAY||CARY|NC|VEMULA/BURKE|ARUN/RICHARD|HUMAN RESOURCES|No||3000 Centre Green Way|||Yes|No|Year|12122508402||19194817900||ARUN.VEMULA@DB.COM|Yes
I-200-26076-708027|Certified|DB USA Core Corporation|Associate, Technology Service Analyst|15-1253.00|Y|2026-09-07|2029-09-06|1|1|0|0|0|0|0|ONE COLUMBUS CIRCLE||NEW YORK|NY|VEMULA / BURKE|ARUN / RICHARD|HUMAN RESOURCES|No||5201 Gate Parkway|||Yes|No|Year|12122508402||12122502500||ARUN.VEMULA@DB.COM|Yes
I-200-26079-719767|Certified|DB USA Core Corporation|Associate, Information Security Analyst|15-1299.05|Y|2026-09-07|2029-09-06|1|1|0|0|0|0|0|ONE COLUMBUS CIRCLE||NEW YORK|NY|VEMULA/BURKE|ARUN/RICHARD|HUMAN RESOURCES|No||5201 Gate Parkway|||Yes|No|Year|12122508402||12122502500||ARUN.VEMULA@DB.COM|Yes
I-200-26069-691032|Certified|Intel Corporation|Software Engineer|15-1252.00|Y|2026-09-07|2029-09-06|1|1|0|0|0|0|0|2200 Mission College Blvd||Santa Clara|CA|Heider|Sheila|IMMIGRATION MANAGER|No||2501 NE Century Blvd|||Yes|No|Year|14807154205||14807154205||Immigration@intel.com|Yes
I-200-26069-691004|Certified|Intel Corporation|Software Engineer|15-1252.00|Y|2026-09-07|2029-09-06|1|1|0|0|0|0|0|2200 Mission College Blvd||Santa Clara|CA|Heider|Sheila|IMMIGRATION MANAGER|No||5000 W Chandler Blvd|||Yes|No|Year|14807154205||14807154205||Immigration@intel.com|Yes
I-200-26076-707829|Certified|Intel Corporation|Software Engineer|15-1252.00|Y|2026-09-07|2029-09-06|1|1|0|0|0|0|0|2200 Mission College Blvd||Santa Clara|CA|Heider|Sheila|IMMIGRATION MANAGER|No||5000 W. Chandler Blvd|||Yes|No|Year|14807154205||14807154205||Immigration@intel.com|Yes
I-200-26072-701273|Certified|Intuit Inc|Software Engineer|15-1252.00|Y|2026-09-07|2029-09-06|50|50|0|0|0|0|0|2600 Casey Avenue||Mountain View|CA|Motte|Chyna|Senior Immigration Specialist|No||2600 Casey Ave|||Yes|No|Year|16509446000||16509446000||immigration_archives@intuit.com|Yes
I-200-26072-701283|Certified|Intuit Inc|Software Engineer|15-1252.00|Y|2026-09-07|2029-09-06|15|15|0|0|0|0|0|2600 Casey Avenue||Mountain View|CA|Motte|Chyna|Senior Immigration Specialist|No||51 Astor Pl|3rd Floor||Yes|No|Year|16509446000||16509446000||immigration_archives@intuit.com|Yes
I-200-26072-701284|Certified|Intuit Inc|Software Engineer|15-1252.00|Y|2026-09-07|2029-09-06|15|15|0|0|0|0|0|2600 Casey Avenue||Mountain View|CA|Motte|Chyna|Senior Immigration Specialist|No||7535 Torrey Santa Fe Road|||Yes|No|Year|16509446000||16509446000||immigration_archives@intuit.com|Yes
I-200-26069-693712|Certified|Merge API Inc|Staff Product Designer|15-1255.00|Y|2026-09-07|2029-09-06|1|1|0|0|0|0|0|353 Sacramento St|Floor 21|San Francisco|CA|Mack|Jaclyn|VP, People and Talent|No||353 Sacramento Street|Floor 21||Yes|No|Year|15084680570||15084680570||jaclyn.mack@merge.dev|Yes
I-200-26068-690441|Certified|Merge API Inc|Software Engineer|15-1252.00|Y|2026-09-07|2029-09-06|1|1|0|0|0|0|0|353 Sacramento St|Floor 21|San Francisco|CA|Mack|Jaclyn|VP, People and Talent|No||902 Broadway|Floor 19||Yes|No|Year|15084680570||15084680570||jaclyn.mack@merge.dev|Yes
I-200-26068-690419|Certified|Merge API Inc|Software Engineer (Partner Engineering)|15-1252.00|Y|2026-09-07|2029-09-06|1|1|0|0|0|0|0|353 Sacramento St|Floor 21|San Francisco|CA|Mack|Jaclyn|VP, People and Talent|No||902 Broadway|Floor 19||Yes|No|Year|15084680570||15084680570||jaclyn.mack@merge.dev|Yes
I-200-26068-689211|Certified|Optimoz Inc|Software Engineer|15-1252.00|Y|2026-09-07|2029-09-06|1|1|0|0|0|0|0|2600 Tower Oaks Blvd|Suite 610|Rockville|MD|Bhattacharjee|Bindiya|Director of Operations|No||2600 Tower Oaks Blvd|Suite 610||Yes|No|Year|12027106647||12027106647||bindiya@optimoz.com|Yes
I-200-26078-715452|Certified|SONY INTERACTIVE ENTERTAINMENT LLC|Software Engineer 3|15-1253.00|Y|2026-09-07|2029-09-06|1|1|0|0|0|0|0|2207 BRIDGEPOINTE PARKWAY||SAN MATEO|CA|Sittner|Natacha|Director Global Mobility|No||2207 Bridgepointe Parkway|||Yes|No|Year|16502486369||16502486369||Natacha.Sittner@sony.com|Yes
I-200-26076-708042|Certified|SONY INTERACTIVE ENTERTAINMENT LLC|Engineer|15-1255.01|Y|2026-09-07|2029-09-06|1|1|0|0|0|0|0|2207 BRIDGEPOINTE PARKWAY||SAN MATEO|CA|Sittner|Natacha|Director Global Mobility|No||13031 W. Jefferson Blvd.|||Yes|No|Year|16502486369||16502486369||Natacha.Sittner@sony.com|Yes
I-200-26076-710622|Certified|SONY INTERACTIVE ENTERTAINMENT LLC|Machine Learning Engineer 4|15-1221.00|Y|2026-09-07|2029-09-06|1|1|0|0|0|0|0|2207 BRIDGEPOINTE PARKWAY||SAN MATEO|CA|Sittner|Natacha|Director Global Mobility|No||2207 Bridgepointe Parkway|||Yes|No|Year|16502486369||16502486369||Natacha.Sittner@sony.com|Yes
I-200-26083-725629|Certified|CVS Shared Services Resources LLC|Software Development Engineer|15-1252.00|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|1 CVS Drive||Woonsocket|RI|Messenger|Paul|Immigration Manager, HR Shared Services|No||5900 County Rd 277|Apt. 220||Yes|No|Year|14017701621||14017701621||ImmigrationSupport@CVSHealth.com|Yes
I-200-26084-728975|Certified|CVS Shared Services Resources LLC|Data Engineer|15-1252|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|1 CVS Drive||Woonsocket|RI|Messenger|Paul|Immigration Manager, HR Shared Services|No||2100 East Lake Cook Road|||Yes|No|Year|14017701621||14017701621||ImmigrationSupport@CVSHealth.com|Yes
I-200-26082-722029|Certified|CVS Shared Services Resources LLC|Sr. Analyst, Software Dev Engineer|15-1252|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|1 CVS Drive||Woonsocket|RI|Messenger|Paul|Immigration Manager, HR Shared Services|No||8181 Fannin St|||Yes|No|Year|14017701621||14017701621||ImmigrationSupport@CVSHealth.com|Yes
I-200-26083-726945|Certified|CVS Shared Services Resources LLC|Software Development Engineer|15-1252|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|1 CVS Drive||Woonsocket|RI|Messenger|Paul|Immigration Manager, HR Shared Services|No||750 West John Carpenter Fwy|||Yes|No|Year|14017701621||14017701621||ImmigrationSupport@CVSHealth.com|Yes
I-200-26083-726579|Certified|CVS Shared Services Resources LLC|Software Development Engineer|15-1252|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|1 CVS Drive||Woonsocket|RI|Messenger|Paul|Immigration Manager, HR Shared Services|No||1300 East Campbell Road|||Yes|No|Year|14017701621||14017701621||ImmigrationSupport@CVSHealth.com|Yes
I-200-26084-728796|Certified|CVS Shared Services Resources LLC|Associate Data Engineer|15-1252|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|1 CVS Drive||Woonsocket|RI|Messenger|Paul|Immigration Manager, HR Shared Services|No||750 West John Carpenter Fwy 1200|||Yes|No|Year|14017701621||14017701621||ImmigrationSupport@CVSHealth.com|Yes
I-200-26083-726449|Certified|CVS Shared Services Resources LLC|Data Engineer|15-1252|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|1 CVS Drive||Woonsocket|RI|Messenger|Paul|Immigration Manager, HR Shared Services|No||750 West John Carpenter Fwy|||Yes|No|Year|14017701621||14017701621||ImmigrationSupport@CVSHealth.com|Yes
I-200-26083-726325|Certified|CVS Shared Services Resources LLC|Machine Learning Engineer|15-1252|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|1 CVS Drive||Woonsocket|RI|Messenger|Paul|Immigration Manager, HR Shared Services|No||750 W John Carpenter Fwy|||Yes|No|Year|14017701621||14017701621||ImmigrationSupport@CVSHealth.com|Yes
I-200-26084-728671|Certified|Caremark LLC|Senior Data Engineer|15-1252.00|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|1 CVS Drive||Woonsocket|RI|Messenger|Paul|Immigration Manager, HR Shared Services|No||750 W John Carpenter Fwy|||Yes|No|Year|14017701621||14017701621||ImmigrationSupport@CVSHealth.com|Yes
I-200-26084-729060|Certified|Caremark LLC|Data Engineer|15-1252|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|1 CVS Drive||Woonsocket|RI|Messenger|Paul|Immigration Manager, HR Shared Services|No||750 W John Carpenter Fwy|FWY 1200||Yes|No|Year|14017701621||14017701621||ImmigrationSupport@CVSHealth.com|Yes
I-200-26077-713365|Certified|Global Payment Holding Company|Product Manager|15-1299.09|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|3550 Lenox Road|Suite 3000|Atlanta|GA|Weldon|Nicole|HR Risk & Compliance Specialist|No||One TSYS Way|||Yes|No|Year|17202808162||16787624024||Nicole.Weldon@globalpayments.com|Yes
I-200-26082-722862|Certified|Google LLC|Program Manager|15-1299.09|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Aziz/Quinn/Anderson/Wang/LeSeur|Ayesha/Jessica/Andru/Fei/Harry|Program Managers|No||76 Ninth Avenue|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26082-722904|Certified|Google LLC|Technical Program Manager|15-1299.09|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Aziz/Quinn/Anderson/Wang/LeSeur|Ayesha/Jessica/Andru/Fei/Harry|Program Managers|No||1105 W Peachtree NW|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26084-728400|Certified|Google LLC|Product Manager|15-1299.09|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Aziz/Quinn/Anderson/Wang/LeSeur|Ayesha/Jessica/Andru/Fei/Harry|Program Managers|No||1600 Amphitheatre Parkway|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26083-724038|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Aziz/Quinn/Anderson/Wang/LeSeur|Ayesha/Jessica/Andru/Fei/Harry|Program Managers|No||1225 Crossman Avenue|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26084-728030|Certified|Google LLC|Product Manager|15-1299.09|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Aziz/Quinn/Anderson/Wang/LeSeur|Ayesha/Jessica/Andru/Fei/Harry|Program Managers|No||76 Ninth Avenue|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26084-728009|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Aziz/Quinn/Anderson/Wang/LeSeur|Ayesha/Jessica/Andru/Fei/Harry|Program Managers|No||1170 Bordeaux Drive|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26084-728575|Certified|Google LLC|Network Engineer|15-1241.00|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Aziz/Quinn/Anderson/Wang/LeSeur|Ayesha/Jessica/Andru/Fei/Harry|Program Managers|No||12396 Grant St.|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26083-727211|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Aziz/Quinn/Anderson/Wang/LeSeur|Ayesha/Jessica/Andru/Fei/Harry|Program Managers|No||400 Urban Plaza|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26083-725590|Certified|Google LLC|Research Scientist|15-1221.00|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Aziz/Quinn/Anderson/Wang/LeSeur|Ayesha/Jessica/Andru/Fei/Harry|Program Managers|No||76 Ninth Avenue|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26079-718202|Certified|Google LLC|Business Systems Analyst|15-1243.00|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Aziz/Quinn/Anderson/Wang/LeSeur|Ayesha/Jessica/Andru/Fei/Harry|Program Managers|No||225 Humboldt Ct|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26079-719653|Certified|Google LLC|UX Designer|15-1255.00|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Aziz/Quinn/Anderson/Wang/LeSeur|Ayesha/Jessica/Andru/Fei/Harry|Program Managers|No||1175 Borregas Avenue|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26079-718121|Certified|Google LLC|Test Engineer|15-1253.00|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Aziz/Quinn/Anderson/Wang/LeSeur|Ayesha/Jessica/Andru/Fei/Harry|Program Managers|No||1300 Crittenden Lane|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26083-727213|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Aziz/Quinn/Anderson/Wang/LeSeur|Ayesha/Jessica/Andru/Fei/Harry|Program Managers|No||1450 Bayhill Drive|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26075-705479|Certified|HP Inc|Software Applications Engineer 2|15-1252.00|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|10300 Energy Drive||Spring|TX|Robles|Maia|HR Operations Advisor II (Americas HR Global Services)|No||7700 W Parmer Ln|Building C, 1st Floor||Yes|No|Year|12819279097||19708980000||hp@fragomen.com|Yes
I-200-26075-705591|Certified|HP Inc|Software Product Security Engineer|15-1299.05|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|10300 Energy Drive||Spring|TX|Robles|Maia|HR Operations Advisor II (Americas HR Global Services)|No||10300 Energy Drive|||Yes|No|Year|12819279097||19708980000||hp@fragomen.com|Yes
I-200-26072-700817|Certified|Intel Corporation|Software Engineer|15-1252.00|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|2200 Mission College Blvd||Santa Clara|CA|Heider|Sheila|IMMIGRATION MANAGER|No||5000 W Chandler Blvd|||Yes|No|Year|14807154205||14807154205||Immigration@intel.com|Yes
I-200-26070-695413|Certified|Siemens Corporation|Research Professional|15-1221.00|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|200 Wood Avenue South||Iselin|NJ|Allen|Laura|U.S. Immigration Specialist|No||755 College Road East|||Yes|No|Year|14073352170||12089727997||laura.allen@siemens.com|Yes
I-200-26070-696573|Certified|Siemens Industry Software Inc|Software Engineer|15-1252.00|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|5800 Granite Parkway|600|Plano|TX|Kante|Ousman|Immigration Consultant|No||2000 Eastman Drive|||Yes|No|Year|14074613982||14074613982||immigrationrequests.us@siemens.com|Yes
I-200-26072-701591|Certified|Siemens Industry Software Inc|Software Engineer|15-1252.00|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|5800 Granite Parkway|600|Plano|TX|Kante|Ousman|Immigration Consultant|No||5455 Great America Pkwy|||Yes|No|Year|14074613982||14074613982||immigrationrequests.us@siemens.com|Yes
I-200-26069-693610|Certified|Visa U.S.A. Inc|Staff SW Engineer|15-1252.00|Y|2026-09-06|2029-09-05|1|1|0|0|0|0|0|M1 900 METRO CENTER BLVD||Foster City|CA|Lopez/Le|Andrea/Steven|Sr Mgr/Immig Analyst|No||8910 S. Ridgeline Blvd.|||Yes|Yes|Year|16504328837||16504322297||immigration@visa.com|Yes
I-200-26065-686850|Certified|Adobe Inc|Data Science Engineer|15-1252.00|Y|2026-09-05|2029-09-04|1|1|0|0|0|0|0|345 Park Avenue||San Jose|CA|Barker|Elizabeth|Sr. Global Mobility Specialist|No||345 Park Avenue|||Yes|No|Year|18005850774||17088290561||epolk@adobe.com|Yes
I-200-26069-692136|Certified|Adobe Inc|Software Development Engineer|15-1252.00|Y|2026-09-05|2029-09-04|1|1|0|0|0|0|0|345 Park Avenue||San Jose|CA|Ngo|Clarissa|Global Mobility Specialist|No||601 Townsend Street|||Yes|No|Year|18005850774||14085364173||cngo@adobe.com|Yes
I-200-26069-692146|Certified|Adobe Inc|Information Systems Engineer|15-1252.00|Y|2026-09-05|2029-09-04|1|1|0|0|0|0|0|345 Park Avenue||San Jose|CA|Bridgewater|Ann Marie T.|Global Mobility Specialist|No||345 Park Avenue|||Yes|No|Year|18005850774||14086491177||anntran@adobe.com|Yes
I-200-26069-690993|Certified|Broadcom Corporation|R&D Engineer Firmware|15-1252.00|Y|2026-09-05|2029-09-04|5|4|1|0|0|0|0|3421 Hillview Avenue||Palo Alto|CA|Ozer/Thompson|Jire/Kenneth|Imm & Global Mobility Program Mgr/ Global Talent Imm Partner|No||270 Innovation Dr.|||Yes|No|Year|14084338710||14084338710||jire.ozer@broadcom.com|Yes
I-200-26068-687894|Certified|Broadcom Corporation|R&D Engineer Software|15-1252.00|Y|2026-09-05|2029-09-04|10|6|4|0|0|0|0|3421 Hillview Avenue||Palo Alto|CA|Ozer/Thompson|Jire/Kenneth|Imm & Global Mobility Program Mgr/ Global Talent Imm Partner|No||270 Innovation Drive|||Yes|No|Year|14084338710||14084338710||jire.ozer@broadcom.com|Yes
I-200-26068-687907|Certified|CGI Federal Inc|Software Developer|15-1252.00|Y|2026-09-05|2029-09-04|50|10|20|0|0|10|10|12601 Fair Lake Circle||Fairfax|VA|Grant|Tamara|US Immigration Lead|No||12601 Fair Lakes Circle|||Yes|No|Year|15712474463||12032126527||tamara.grant@cgi.com|Yes
I-200-26068-687934|Certified|CGI Technologies and Solutions Inc|Software Developer|15-1252.00|Y|2026-09-05|2029-09-04|50|10|20|0|0|10|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead|No||78 Blanchard Road|Suite 300||Yes|No|Year|17032678000||12032126527||tamara.grant@cgi.com|Yes
I-200-26084-730501|Certified|CVS Shared Services Resources LLC|Principal Software Development Engineer|15-1252.00|Y|2026-09-05|2029-09-04|1|1|0|0|0|0|0|1 CVS Drive||Woonsocket|RI|Messenger|Paul|Immigration Manager, HR Shared Services|No||151 Farmington Ave|||Yes|No|Year|14017701621||14017701621||ImmigrationSupport@CVSHealth.com|Yes
I-200-26084-730311|Certified|CVS Shared Services Resources LLC|Sr Analyst, Software Development Engineer|15-1252|Y|2026-09-05|2029-09-04|1|1|0|0|0|0|0|1 CVS Drive||Woonsocket|RI|Messenger|Paul|Immigration Manager, HR Shared Services|No||151 Farmington Ave|||Yes|No|Year|14017701621||14017701621||ImmigrationSupport@CVSHealth.com|Yes
I-200-26084-729544|Certified|Caremark LLC|Cloud Engineer|15-1252|Y|2026-09-05|2029-09-04|1|1|0|0|0|0|0|1 CVS Drive||Woonsocket|RI|Messenger|Paul|Immigration Manager, HR Shared Services|No||750 W John Carpenter Fwy|Suite 1200||Yes|No|Year|14017701621||14017701621||ImmigrationSupport@CVSHealth.com|Yes
I-200-26084-730187|Certified|Caremark LLC|Software Development Engineer|15-1252|Y|2026-09-05|2029-09-04|1|1|0|0|0|0|0|1 CVS Drive||Woonsocket|RI|Messenger|Paul|Immigration Manager, HR Shared Services|No||1800 Silas Deane Highway|Apt. 327||Yes|No|Year|14017701621||14017701621||ImmigrationSupport@CVSHealth.com|Yes
I-200-26084-730157|Certified|Caremark LLC|Senior Data Engineer|15-1252|Y|2026-09-05|2029-09-04|1|1|0|0|0|0|0|1 CVS Drive||Woonsocket|RI|Messenger|Paul|Immigration Manager, HR Shared Services|No||750 W John Carpenter Fwy|||Yes|No|Year|14017701621||14017701621||ImmigrationSupport@CVSHealth.com|Yes
I-200-26084-730112|Certified|Caremark LLC|Data Engineer|15-1252.00|Y|2026-09-05|2029-09-04|1|1|0|0|0|0|0|1 CVS Drive||Woonsocket|RI|Messenger|Paul|Immigration Manager, HR Shared Services|No||6121 Alma Road|Apt. 5011||Yes|No|Year|14017701621||14017701621||ImmigrationSupport@CVSHealth.com|Yes
