-[ RECORD 1 ]------------------+-----------------------------------------------------------------------------
case_number                    | I-200-25352-492958
secondary_entity_business_name | 
employer_phone                 | 13022865191
employer_poc_first_name        | Ahmed
employer_poc_last_name         | Sharkawy
employer_poc_email             | sharkawy@phasesensitiveinc.com
employer_poc_phone             | 13022865191
employer_poc_phone_ext         | 
worksite_address1              | 116 Sandy Drive
worksite_address2              | 
worksite_city                  | Newark
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Goldblum Pollins & Dennis PC
employer_address1              | 116 Sandy Drive
employer_address2              | 
employer_city                  | Newark
employer_state                 | DE
employer_postal_code           | 19713
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Phase Sensitive Innovations Inc
soc_code                       | 17-2199.09
h_1b_dependent                 | No
-[ RECORD 1137 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25125-937933
job_title                      | Nanofabrication Engineer
employer_name                  | Phase Sensitive Innovations Inc
secondary_entity_business_name | 
employer_phone                 | 13022865191
employer_poc_first_name        | Ahmed
employer_poc_last_name         | Sharkawy
employer_poc_email             | sharkawy@phasesensitiveinc.com
employer_poc_phone             | 13022865191
employer_poc_phone_ext         | 
worksite_address1              | 116 Sandy Drive
worksite_address2              | 
worksite_city                  | Newark
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Goldblum Pollins & Dennis PC
employer_address1              | 116 Sandy Drive
employer_address2              | 
employer_city                  | Newark
employer_state                 | DE
employer_postal_code           | 19713
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Phase Sensitive Innovations Inc
soc_code                       | 17-2199.09
h_1b_dependent                 | No
-[ RECORD 1138 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25125-937882
job_title                      | Nanofabrication Engineer
employer_name                  | Phase Sensitive Innovations Inc
secondary_entity_business_name | 
employer_phone                 | 13022865191
employer_poc_first_name        | Ahmed
employer_poc_last_name         | Sharkawy
employer_poc_email             | sharkawy@phasesensitiveinc.com
employer_poc_phone             | 13022865191
employer_poc_phone_ext         | 
worksite_address1              | 116 Sandy Drive
worksite_address2              | 
worksite_city                  | Newark
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Goldblum Pollins & Dennis PC
employer_address1              | 116 Sandy Drive
employer_address2              | 
employer_city                  | Newark
employer_state                 | DE
employer_postal_code           | 19713
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Phase Sensitive Innovations Inc
soc_code                       | 17-2199.09
h_1b_dependent                 | No
-[ RECORD 1139 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25149-028774
job_title                      | Staff Engineer - Electrical
employer_name                  | Playtex Manufacturing Inc
secondary_entity_business_name | 
employer_phone                 | 12039445867
employer_poc_first_name        | Emily
employer_poc_last_name         | Harwell
employer_poc_email             | emily.harwell@edgewell.com
employer_poc_phone             | 12039445867
employer_poc_phone_ext         | 
worksite_address1              | 185 Saulsbury Rd
worksite_address2              | 
worksite_city                  | Dover
worksite_county                | KENT
lawfirm_name_business_name     | Fragomen Del Rey Bernsen & Loewy LLP
employer_address1              | 6 Research Drive
employer_address2              | 
employer_city                  | Shelton
employer_state                 | CT
employer_postal_code           | 06484
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Playtex Manufacturing Inc
soc_code                       | 17-2071
h_1b_dependent                 | No
-[ RECORD 1140 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25101-855388
job_title                      | Associate
employer_name                  | Potter, Anderson, and Corroon LLP
secondary_entity_business_name | 
employer_phone                 | 13029846136
employer_poc_first_name        | Albert
employer_poc_last_name         | Roop
employer_poc_email             | aroop@potteranderson.com
employer_poc_phone             | 13029846016
employer_poc_phone_ext         | 
worksite_address1              | 1313 N. Market Street
worksite_address2              | 6th Floor
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Klasko Immigration Law Partners LLP
employer_address1              | 1313 N. Market Street
employer_address2              | 6th Floor
employer_city                  | Wilmington
employer_state                 | DE
employer_postal_code           | 19801
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Potter, Anderson, and Corroon LLP
soc_code                       | 23-1011
h_1b_dependent                 | No
-[ RECORD 1141 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25165-093851
job_title                      | Design Engineer
employer_name                  | PydisGroup LLC
secondary_entity_business_name | 
employer_phone                 | 19733023675
employer_poc_first_name        | Jajikanth
employer_poc_last_name         | Pydimarla
employer_poc_email             | jajikanth@gmail.com
employer_poc_phone             | 19733023675
employer_poc_phone_ext         | 
worksite_address1              | 300 Delaware Avenue
worksite_address2              | STE 210
worksite_city                  | Middletown
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Somireddy Law Group PLLC
employer_address1              | 300 Delaware Avenue
employer_address2              | Suite 210
employer_city                  | Middletown
employer_state                 | DE
employer_postal_code           | 19801
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | PydisGroup LLC
soc_code                       | 17-2141
h_1b_dependent                 | No
-[ RECORD 1142 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25165-093873
job_title                      | Design Engineer
employer_name                  | PydisGroup LLC
secondary_entity_business_name | 
employer_phone                 | 19733023675
employer_poc_first_name        | Jajikanth
employer_poc_last_name         | Pydimarla
employer_poc_email             | jajikanth@gmail.com
employer_poc_phone             | 19733023675
employer_poc_phone_ext         | 
worksite_address1              | 300 Delaware Avenue
worksite_address2              | Suite 210
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Somireddy Law Group PLLC
employer_address1              | 300 Delaware Avenue
employer_address2              | Suite 210
employer_city                  | Wilmington
employer_state                 | DE
employer_postal_code           | 19801
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | PydisGroup LLC
soc_code                       | 17-2141
h_1b_dependent                 | No
-[ RECORD 1143 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25097-839394
job_title                      | Information Security Compliance Manager
employer_name                  | QRC ASSURANCE AND SOLUTIONS INC
secondary_entity_business_name | 
employer_phone                 | 13022080187
employer_poc_first_name        | VAMSI KRISHNA
employer_poc_last_name         | MARAMGANTI
employer_poc_email             | vamsikrishna.m@qrcsolutionz.com
employer_poc_phone             | 13022080187
employer_poc_phone_ext         | 
worksite_address1              | 1000 N. West St.
worksite_address2              | Ste. 1200
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | ray law international pc
employer_address1              | 1000 N WEST ST
employer_address2              | STE 1200
employer_city                  | WILMINGTON
employer_state                 | DE
employer_postal_code           | 19801
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | QRC ASSURANCE AND SOLUTIONS INC
soc_code                       | 15-1212
h_1b_dependent                 | No
-[ RECORD 1144 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25271-339814
job_title                      | Manufacturing Engineer
employer_name                  | RAGAN CONSULTING SOLUTIONS LLC
secondary_entity_business_name | 
employer_phone                 | 18482483098
employer_poc_first_name        | RAVIKUMAR
employer_poc_last_name         | MANDAPATI
employer_poc_email             | ravim@raganconsultingsolutions.com
employer_poc_phone             | 18482483098
employer_poc_phone_ext         | 
worksite_address1              | Remote Work Location from the Beneficiarys Home Located at
worksite_address2              | 119 Blue Ridge Circle
worksite_city                  | Newark
worksite_county                | 
lawfirm_name_business_name     | LAW OFFICES OF S R JONNALAGADDA P. C.
employer_address1              | 600 Eagleview Blvd
employer_address2              | SUITE 300
employer_city                  | EXTON
employer_state                 | PA
employer_postal_code           | 19341
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 1
amended_petition               | 0
employer_name                  | RAGAN CONSULTING SOLUTIONS LLC
soc_code                       | 17-2112.03
h_1b_dependent                 | Yes
-[ RECORD 1145 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25170-113730
job_title                      | SOFTWARE ENGINEER
employer_name                  | RITE CODE TECHNOLOGIES INC
secondary_entity_business_name | 
employer_phone                 | 15128501133
employer_poc_first_name        | NAGA SAI PRAVALLIKA
employer_poc_last_name         | CHANNAMSETTY
employer_poc_email             | PRAVALLIKA@RITECODETECH.COM
employer_poc_phone             | 15128501133
employer_poc_phone_ext         | 
worksite_address1              | 3111 SOCIETY DR.
worksite_address2              | 
worksite_city                  | CLAYMONT
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | LAW OFFICE OF THOMAS V. ALLEN PLLC.
employer_address1              | 2251 S BAGDAD ROAD
employer_address2              | STE 302D
employer_city                  | ROUND ROCK
employer_state                 | TX
employer_postal_code           | 78613
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | RITE CODE TECHNOLOGIES INC
soc_code                       | 15-1252
h_1b_dependent                 | No
-[ RECORD 1146 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25101-858128
job_title                      | Senior Research Scientist
employer_name                  | RSM Diagnostics Lab LLC
secondary_entity_business_name | 
employer_phone                 | 13025924106
employer_poc_first_name        | Shankara
employer_poc_last_name         | Subramanian
employer_poc_email             | shankara@rsmdiagnosticslab.com
employer_poc_phone             | 13025924106
employer_poc_phone_ext         | 
worksite_address1              | 2500 Grubb Rd.
worksite_address2              | Suite 120
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Sturman & Associates
employer_address1              | 2500 Grubb Road
employer_address2              | Suite 120
employer_city                  | Wilmington
employer_state                 | DE
employer_postal_code           | 19810
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | RSM Diagnostics Lab LLC
soc_code                       | 19-1022
h_1b_dependent                 | No
-[ RECORD 1147 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25128-954541
job_title                      | Process Engineer
employer_name                  | RiKarbon Inc
secondary_entity_business_name | 
employer_phone                 | 17652377649
employer_poc_first_name        | Basudeb
employer_poc_last_name         | Saha
employer_poc_email             | bsaha@rikarbon.com
employer_poc_phone             | 17652377649
employer_poc_phone_ext         | 
worksite_address1              | 645 Dawson Dr
worksite_address2              | Ste B
worksite_city                  | Newark
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Adams Immigration Law LLC
employer_address1              | 645 Dawson Dr
employer_address2              | Ste B
employer_city                  | Newark
employer_state                 | DE
employer_postal_code           | 19713
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | RiKarbon Inc
soc_code                       | 17-2041
h_1b_dependent                 | No
-[ RECORD 1148 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25128-954543
job_title                      | Research Technician
employer_name                  | RiKarbon Inc
secondary_entity_business_name | 
employer_phone                 | 17652377649
employer_poc_first_name        | Basudeb
employer_poc_last_name         | Saha
employer_poc_email             | bsaha@rikarbon.com
employer_poc_phone             | 17652377649
employer_poc_phone_ext         | 
worksite_address1              | 645 Dawson Dr
worksite_address2              | Ste 8
worksite_city                  | Newark
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Adams Immigration Law LLC
employer_address1              | 645 Dawson Dr
employer_address2              | Ste B
employer_city                  | Newark
employer_state                 | DE
employer_postal_code           | 19713
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | RiKarbon Inc
soc_code                       | 19-2031
h_1b_dependent                 | No
-[ RECORD 1149 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25162-080772
job_title                      | Data Analyst
employer_name                  | Royal Kitchen Inc
secondary_entity_business_name | 
employer_phone                 | 13025446192
employer_poc_first_name        | Rani
employer_poc_last_name         | Kaur
employer_poc_email             | ranik@ediscountsusa.com
employer_poc_phone             | 12152006275
employer_poc_phone_ext         | 
worksite_address1              | 516 South Street
worksite_address2              | Unit 516
worksite_city                  | New Castle
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Rudnick Immigration Group PC
employer_address1              | 516 South Street
employer_address2              | Unit 516
employer_city                  | New Castle
employer_state                 | DE
employer_postal_code           | 19720
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Royal Kitchen Inc
soc_code                       | 15-2051
h_1b_dependent                 | No
-[ RECORD 1150 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25154-048260
job_title                      | Business Development Manager
employer_name                  | SAS Nanotechnologies Inc
secondary_entity_business_name | 
employer_phone                 | 12142351008
employer_poc_first_name        | Sumedh
employer_poc_last_name         | Surwade
employer_poc_email             | sumedh@sasnanotechnologies.com
employer_poc_phone             | 12142351008
employer_poc_phone_ext         | 
worksite_address1              | 804 Interchange Blvd.
worksite_address2              | 
worksite_city                  | Newark
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Chugh LLP
employer_address1              | 804 Interchange Blvd.
employer_address2              | 
employer_city                  | Newark
employer_state                 | DE
employer_postal_code           | 19711
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | SAS Nanotechnologies Inc
soc_code                       | 41-9031
h_1b_dependent                 | No
-[ RECORD 1151 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25155-051951
job_title                      | Financial Analyst
employer_name                  | SHAH & ASSOCIATES P.A.
secondary_entity_business_name | 
employer_phone                 | 13029990420
employer_poc_first_name        | KAUSHIK
employer_poc_last_name         | SHAH
employer_poc_email             | kshah@shahcpa.com
employer_poc_phone             | 13029990420
employer_poc_phone_ext         | 104
worksite_address1              | 503 KIRKWOOD HIGHWAY
worksite_address2              | 
worksite_city                  | WILMINGTON
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Global Immigration Legal Team
employer_address1              | 503 KIRKWOOD HIGHWAY
employer_address2              | 
employer_city                  | WILMINGTON
employer_state                 | DE
employer_postal_code           | 19805
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | SHAH & ASSOCIATES P.A.
soc_code                       | 13-2099
h_1b_dependent                 | No
-[ RECORD 1152 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25162-082357
job_title                      | Software Developer
employer_name                  | SK Technologies Inc - DE
secondary_entity_business_name | 
employer_phone                 | 19738651197
employer_poc_first_name        | Srinivas
employer_poc_last_name         | Kumar
employer_poc_email             | srini@sktecinc.com
employer_poc_phone             | 19738651197
employer_poc_phone_ext         | 
worksite_address1              | 930 OLD HARMONY RD
worksite_address2              | STE G
worksite_city                  | NEWARK
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | BBI Law Group P.C
employer_address1              | 930 OLD HARMONY ROAD
employer_address2              | STE G
employer_city                  | NEWARK
employer_state                 | DE
employer_postal_code           | 19713-4161
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | SK Technologies Inc - DE
soc_code                       | 15-1252
h_1b_dependent                 | No
-[ RECORD 1153 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25162-082316
job_title                      | Software Developer
employer_name                  | SK Technologies Inc - DE
secondary_entity_business_name | 
employer_phone                 | 19738651197
employer_poc_first_name        | Srinivas
employer_poc_last_name         | Kumar
employer_poc_email             | srini@sktecinc.com
employer_poc_phone             | 19738651197
employer_poc_phone_ext         | 
worksite_address1              | 930 OLD HARMONY RD
worksite_address2              | STE G
worksite_city                  | NEWARK
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | BBI Law Group P.C
employer_address1              | 930 OLD HARMONY ROAD
employer_address2              | STE G
employer_city                  | NEWARK
employer_state                 | DE
employer_postal_code           | 19713-4161
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | SK Technologies Inc - DE
soc_code                       | 15-1252
h_1b_dependent                 | No
-[ RECORD 1154 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25162-082433
job_title                      | Software Developer
employer_name                  | SK Technologies Inc - DE
secondary_entity_business_name | 
employer_phone                 | 19738651197
employer_poc_first_name        | Srinivas
employer_poc_last_name         | Kumar
employer_poc_email             | srini@sktecinc.com
employer_poc_phone             | 19738651197
employer_poc_phone_ext         | 
worksite_address1              | 930 OLD HARMONY RD
worksite_address2              | STE G
worksite_city                  | NEWARK
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | BBI Law Group P.C
employer_address1              | 930 OLD HARMONY ROAD
employer_address2              | STE G
employer_city                  | NEWARK
employer_state                 | DE
employer_postal_code           | 19713-4161
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | SK Technologies Inc - DE
soc_code                       | 15-1252
h_1b_dependent                 | No
-[ RECORD 1155 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25162-082419
job_title                      | Software Developer
employer_name                  | SK Technologies Inc - DE
secondary_entity_business_name | 
employer_phone                 | 19738651197
employer_poc_first_name        | Srinivas
employer_poc_last_name         | Kumar
employer_poc_email             | srini@sktecinc.com
employer_poc_phone             | 19738651197
employer_poc_phone_ext         | 
worksite_address1              | 930 OLD HARMONY RD
worksite_address2              | STE G
worksite_city                  | NEWARK
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | BBI Law Group P.C
employer_address1              | 930 OLD HARMONY ROAD
employer_address2              | STE G
employer_city                  | NEWARK
employer_state                 | DE
employer_postal_code           | 19713-4161
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | SK Technologies Inc - DE
soc_code                       | 15-1252
h_1b_dependent                 | No
-[ RECORD 1156 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25162-082396
job_title                      | Software Developer
employer_name                  | SK Technologies Inc - DE
secondary_entity_business_name | 
employer_phone                 | 19738651197
employer_poc_first_name        | Srinivas
employer_poc_last_name         | Kumar
employer_poc_email             | srini@sktecinc.com
employer_poc_phone             | 19738651197
employer_poc_phone_ext         | 
worksite_address1              | 930 OLD HARMONY RD
worksite_address2              | STE G
worksite_city                  | NEWARK
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | BBI Law Group P.C
employer_address1              | 930 OLD HARMONY ROAD
employer_address2              | STE G
employer_city                  | NEWARK
employer_state                 | DE
employer_postal_code           | 19713-4161
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | SK Technologies Inc - DE
soc_code                       | 15-1252
h_1b_dependent                 | No
-[ RECORD 1157 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25162-082405
job_title                      | Software Developer
employer_name                  | SK Technologies Inc - DE
secondary_entity_business_name | 
employer_phone                 | 19738651197
employer_poc_first_name        | Srinivas
employer_poc_last_name         | Kumar
employer_poc_email             | srini@sktecinc.com
employer_poc_phone             | 19738651197
employer_poc_phone_ext         | 
worksite_address1              | 930 OLD HARMONY RD
worksite_address2              | STE G
worksite_city                  | NEWARK
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | BBI Law Group P.C
employer_address1              | 930 OLD HARMONY ROAD
employer_address2              | STE G
employer_city                  | NEWARK
employer_state                 | DE
employer_postal_code           | 19713-4161
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | SK Technologies Inc - DE
soc_code                       | 15-1252
h_1b_dependent                 | No
-[ RECORD 1158 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25162-082482
job_title                      | Software Developer
employer_name                  | SK Technologies Inc - DE
secondary_entity_business_name | 
employer_phone                 | 19738651197
employer_poc_first_name        | Srinivas
employer_poc_last_name         | Kumar
employer_poc_email             | srini@sktecinc.com
employer_poc_phone             | 19738651197
employer_poc_phone_ext         | 
worksite_address1              | 930 OLD HARMONY RD
worksite_address2              | STE G
worksite_city                  | NEWARK
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | BBI Law Group P.C
employer_address1              | 930 OLD HARMONY ROAD
employer_address2              | STE G
employer_city                  | NEWARK
employer_state                 | DE
employer_postal_code           | 19713-4161
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | SK Technologies Inc - DE
soc_code                       | 15-1252
h_1b_dependent                 | No
-[ RECORD 1159 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25162-082488
job_title                      | Software Developer
employer_name                  | SK Technologies Inc - DE
secondary_entity_business_name | 
employer_phone                 | 19738651197
employer_poc_first_name        | Srinivas
employer_poc_last_name         | Kumar
employer_poc_email             | srini@sktecinc.com
employer_poc_phone             | 19738651197
employer_poc_phone_ext         | 
worksite_address1              | 930 OLD HARMONY RD
worksite_address2              | STE G
worksite_city                  | NEWARK
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | BBI Law Group P.C
employer_address1              | 930 OLD HARMONY ROAD
employer_address2              | STE G
employer_city                  | NEWARK
employer_state                 | DE
employer_postal_code           | 19713-4161
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | SK Technologies Inc - DE
soc_code                       | 15-1252
h_1b_dependent                 | No
-[ RECORD 1160 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25162-082376
job_title                      | Software Developer
employer_name                  | SK Technologies Inc - DE
secondary_entity_business_name | 
employer_phone                 | 19738651197
employer_poc_first_name        | Srinivas
employer_poc_last_name         | Kumar
employer_poc_email             | srini@sktecinc.com
employer_poc_phone             | 19738651197
employer_poc_phone_ext         | 
worksite_address1              | 930 OLD HARMONY RD
worksite_address2              | STE G
worksite_city                  | NEWARK
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | BBI Law Group P.C
employer_address1              | 930 OLD HARMONY ROAD
employer_address2              | STE G
employer_city                  | NEWARK
employer_state                 | DE
employer_postal_code           | 19713-4161
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | SK Technologies Inc - DE
soc_code                       | 15-1252
h_1b_dependent                 | No
-[ RECORD 1161 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25162-082451
job_title                      | Software Developer
employer_name                  | SK Technologies Inc - DE
secondary_entity_business_name | 
employer_phone                 | 19738651197
employer_poc_first_name        | Srinivas
employer_poc_last_name         | Kumar
employer_poc_email             | srini@sktecinc.com
employer_poc_phone             | 19738651197
employer_poc_phone_ext         | 
worksite_address1              | 930 OLD HARMONY RD
worksite_address2              | STE G
worksite_city                  | NEWARK
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | BBI Law Group P.C
employer_address1              | 930 OLD HARMONY ROAD
employer_address2              | STE G
employer_city                  | NEWARK
employer_state                 | DE
employer_postal_code           | 19713-4161
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | SK Technologies Inc - DE
soc_code                       | 15-1252
h_1b_dependent                 | No
-[ RECORD 1162 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25162-082470
job_title                      | Software Developer
employer_name                  | SK Technologies Inc - DE
secondary_entity_business_name | 
employer_phone                 | 19738651197
employer_poc_first_name        | Srinivas
employer_poc_last_name         | Kumar
employer_poc_email             | srini@sktecinc.com
employer_poc_phone             | 19738651197
employer_poc_phone_ext         | 
worksite_address1              | 930 OLD HARMONY RD
worksite_address2              | STE G
worksite_city                  | NEWARK
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | BBI Law Group P.C
employer_address1              | 930 OLD HARMONY ROAD
employer_address2              | STE G
employer_city                  | NEWARK
employer_state                 | DE
employer_postal_code           | 19713-4161
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | SK Technologies Inc - DE
soc_code                       | 15-1252
h_1b_dependent                 | No
-[ RECORD 1163 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25099-847043
job_title                      | Senior Associate, Statistical Modeling
employer_name                  | SMB Business Development Inc
secondary_entity_business_name | 
employer_phone                 | 13024510549
employer_poc_first_name        | Christine
employer_poc_last_name         | Truax
employer_poc_email             | HR_Inbox@salliemae.com
employer_poc_phone             | 18557562007
employer_poc_phone_ext         | 
worksite_address1              | 300 Continental Drive
worksite_address2              | 
worksite_city                  | Newark
worksite_county                | NEW CASTLE
